"","date","is_heat","air_temp_min","pressure_min","solar_min","dewpoint_min","humidity_min","wind_10m_min","wind_2m_min","wbgt_min","hi_min","air_temp_max","pressure_max","solar_max","dewpoint_max","humidity_max","wind_10m_max","wind_2m_max","wbgt_max","hi_max","air_temp_mean","pressure_mean","solar_mean","dewpoint_mean","humidity_mean","wind_10m_mean","wind_2m_mean","wbgt_mean","hi_mean","air_temp_var","pressure_var","solar_var","dewpoint_var","humidity_var","wind_10m_var","wind_2m_var","wbgt_var","hi_var","lag3_air_temp_min","lag3_pressure_min","lag3_solar_min","lag3_dewpoint_min","lag3_humidity_min","lag3_wind_10m_min","lag3_wind_2m_min","lag3_wbgt_min","lag3_hi_min","lag3_air_temp_max","lag3_pressure_max","lag3_solar_max","lag3_dewpoint_max","lag3_humidity_max","lag3_wind_10m_max","lag3_wind_2m_max","lag3_wbgt_max","lag3_hi_max","lag3_air_temp_mean","lag3_pressure_mean","lag3_solar_mean","lag3_dewpoint_mean","lag3_humidity_mean","lag3_wind_10m_mean","lag3_wind_2m_mean","lag3_wbgt_mean","lag3_hi_mean","lag3_air_temp_var","lag3_pressure_var","lag3_solar_var","lag3_dewpoint_var","lag3_humidity_var","lag3_wind_10m_var","lag3_wind_2m_var","lag3_wbgt_var","lag3_hi_var","lag5_air_temp_min","lag5_pressure_min","lag5_solar_min","lag5_dewpoint_min","lag5_humidity_min","lag5_wind_10m_min","lag5_wind_2m_min","lag5_wbgt_min","lag5_hi_min","lag5_air_temp_max","lag5_pressure_max","lag5_solar_max","lag5_dewpoint_max","lag5_humidity_max","lag5_wind_10m_max","lag5_wind_2m_max","lag5_wbgt_max","lag5_hi_max","lag5_air_temp_mean","lag5_pressure_mean","lag5_solar_mean","lag5_dewpoint_mean","lag5_humidity_mean","lag5_wind_10m_mean","lag5_wind_2m_mean","lag5_wbgt_mean","lag5_hi_mean","lag5_air_temp_var","lag5_pressure_var","lag5_solar_var","lag5_dewpoint_var","lag5_humidity_var","lag5_wind_10m_var","lag5_wind_2m_var","lag5_wbgt_var","lag5_hi_var"
"185",2006-06-06,FALSE,58,1010.4,0,51.3,47,0.45,0.446726899383621,54.83,57.4,76.6,1015.1,845,61.3,83.4,2.96,2.64462324435104,74.67,76.2,66.9337962962963,1012.47546296296,284.657407407407,54.699537037037,65.8712962962963,2.07189814814815,1.59030626508332,64.5015740740741,66.4263888888889,34.4700618001723,1.14009280792421,98584.970456503,4.13520908699397,117.189776916451,0.319170798880276,0.429093783609556,49.9879258828596,35.7899515503876,58.9,1006.2,0,48.8,33.7,0.47,0.446726899383621,55.66,58.3,80.4,1013.6,805,72.8,100,3.03,2.70716501026474,76.57,80.1,70.1501543209877,1009.91820987654,237.743827160494,58.7016975308642,69.6751543209877,1.9574537037037,1.52639485271514,67.8268209876543,70.1608024691358,28.1289026036598,2.59731858339535,78933.0996527181,39.9488842854962,361.026506931326,0.239822099862614,0.275526284721139,32.6888925057721,29.4213359856508,58.9,1006.2,0,48.8,33.7,0.36,0.392757515115882,55.66,58.3,88.2,1021.9,910,73.1,100,3.38,2.87752893812025,85.51,90.3,73.1188888888889,1012.24388888889,252.643518518519,61.7384259259259,69.8414814814815,1.98807407407407,1.5453149969085,70.6669907407407,73.6880555555556,46.3205511275873,13.9144389867161,87170.6855927985,38.2518585023856,304.225339786496,0.262435953729448,0.299511479146818,47.6302642445852,55.78340678097
"186",2006-06-07,FALSE,56.8,1008.2,0,49.8,32.1,0.23,0.392757515115882,55.34,56.6,82.8,1015.4,892,62.4,95.1,3.23,2.8501176180675,76.09,81.3,69.6597222222222,1012.19722222222,288.143518518519,56.2787037037037,68.3,1.79694444444444,1.37968622374411,67.0030092592593,69.4236111111111,86.8362771317829,2.70808527131783,101198.914190353,14.5611257536606,649.07776744186,0.525202713178295,0.507935994803301,55.6005727627046,79.589253875969,58,1006.6,0,48.8,33.7,0.45,0.446726899383621,54.83,57.4,80.4,1015.1,845,63.6,89,3.02,2.64462324435104,75.88,79.8,68.6003086419753,1011.09537037037,276.635802469136,54.9634259259259,63.2702160493827,1.95543209876543,1.51135551029199,65.739212962963,68.1470679012346,34.764574865953,2.76399708054268,91232.8748831263,8.51607912588013,156.695139365924,0.268929952105635,0.330757934040092,42.7754285913618,35.930903290591,58,1006.2,0,48.8,33.7,0.36,0.392757515115882,54.83,57.4,87.9,1017.3,910,73.1,100,3.38,2.87752893812025,84.03,90,71.0352777777778,1011.1112037037,251.085185185185,59.4807407407407,68.9840740740741,2.03789814814815,1.58711586409473,68.5574351851852,71.227962962963,43.5107376428792,4.9460004033227,85269.0325884736,40.1396843442145,278.512999141867,0.296567681924278,0.347913101048068,47.3303736751279,51.31399028593
"187",2006-06-08,FALSE,60.6,1006.8,0,52.9,39.5,0.32,0.392757515115882,57.61,60.3,84.4,1013,885,66.6,90.2,2.69,2.32297987679483,80.6,83.6,71.3046296296296,1010.41990740741,217.25,58.3222222222222,64.8898148148148,1.66125,1.2435072134593,68.2872685185185,71.1828703703704,39.1041645133506,1.71034603789836,68874.523255814,7.95513178294574,140.830593453919,0.222929127906977,0.173680393284134,49.867778085702,40.6569610249785,56.8,1007.5,0,49.8,32.1,0.23,0.392757515115882,54.83,56.6,82.8,1015.4,892,63.6,95.1,3.23,2.8501176180675,76.09,81.3,68.2396604938272,1011.82330246914,276.489197530864,55.2723765432099,65.7016975308642,1.98905864197531,1.53465206067823,65.5665432098765,67.8149691358025,45.6697229139237,2.37489665025665,92373.6227579331,8.77390346232374,276.415994022745,0.373731260852558,0.432027992906632,43.8613296086401,44.2510120546874,56.8,1006.2,0,48.8,32.1,0.23,0.392757515115882,54.83,56.6,82.8,1015.4,892,72.8,100,3.23,2.8501176180675,76.57,81.3,69.4087962962963,1010.88546296296,257.206481481481,57.4166666666667,68.6393518518519,1.94824074074074,1.50983540939457,66.9970092592593,69.2664814814815,42.6071792726461,3.73662814505887,87709.1853147633,30.4087859128823,371.368672424742,0.319747411869701,0.35677674118019,42.300767043473,42.7321840867744
"188",2006-06-09,FALSE,61.8,1006.7,0,51.2,32.4,0.1,0.284662659712577,59.89,62,84.1,1012.5,829,66.9,95.6,3.16,2.82331400410449,77.76,82.3,72.0976851851852,1009.72407407407,265.074074074074,59.649537037037,69.8490740740741,1.9199537037037,1.55805120572653,69.3311574074074,72.1685185185185,63.8218085701981,1.67206890611541,90266.3386735573,18.33218583118,569.14185960379,0.459809765288544,0.417116693667871,39.1235730727821,56.7202136089578,56.8,1006.8,0,49.8,32.1,0.23,0.392757515115882,54.83,56.6,84.4,1015.4,892,66.6,95.1,3.23,2.8501176180675,80.6,83.6,69.2993827160494,1011.6975308642,263.350308641975,56.433487654321,66.3537037037037,1.84336419753086,1.40449990076224,66.5972839506173,69.0109567901235,56.5588558780316,2.67745911805675,90342.2681297346,11.0590468591982,303.489136184098,0.383895619859942,0.38947649862288,54.1332831835442,55.713063689011,56.8,1006.6,0,48.8,32.1,0.23,0.392757515115882,54.83,56.6,84.4,1015.4,892,66.6,95.1,3.23,2.8501176180675,80.6,83.6,69.3530555555556,1011.18064814815,267.060185185185,55.8982407407407,64.6000925925926,1.86489814814815,1.43145199361588,66.5015833333333,69.009537037037,47.0621222582638,2.86488002437099,89235.2150954244,11.3230645573748,255.174337340816,0.32447895161844,0.345591977231483,47.7025786770158,46.931910814197
"189",2006-06-10,FALSE,62.6,1006.3,0,52.5,33.8,0.25,0.446726899383621,58.48,62.1,87.5,1012.8,907,66.1,75.2,3.97,3.50233889116759,80.63,86.6,74.6555555555556,1009.72824074074,290.199074074074,55.5486111111111,53.1912037037037,2.24944444444444,1.85657015432663,69.1100462962963,74.0740740740741,64.4640620155039,2.19533828596038,101678.615999139,6.27069573643411,161.245550172265,0.422868527131783,0.353613533237147,58.4896386024978,62.852254952627,56.8,1006.7,0,49.8,32.1,0.1,0.284662659712577,55.34,56.6,84.4,1015.4,892,66.9,95.6,3.23,2.8501176180675,80.6,83.6,71.0206790123457,1010.78040123457,256.822530864198,58.083487654321,67.6796296296296,1.79271604938272,1.39374821430998,68.2071450617284,70.925,64.0910709447211,3.10995532562444,87384.7118872479,15.4992786984563,455.914483942985,0.412583338103688,0.381726392415136,48.9563110021085,60.097457496136,56.8,1006.7,0,49.8,32.1,0.1,0.284662659712577,54.83,56.6,84.4,1015.4,892,66.9,95.6,3.23,2.8501176180675,80.6,83.6,69.6242592592593,1011.12277777778,262.358333333333,56.7577777777778,66.3687962962963,1.90967592592593,1.48110292024411,66.8636111111111,69.3592592592593,50.8350735935194,2.88328050664196,87628.8362604263,13.9880951498301,310.3450773264,0.37630193380359,0.390986235136036,46.6678153073834,49.6152431950022
"190",2006-06-11,FALSE,63,1007.2,0,53.1,47.8,0.06,0.392757515115882,59.12,62.7,86.3,1014.2,949,72.4,89.8,2.89,2.2701384373698,87.78,87.9,72.8865740740741,1010.88425925926,237.75,59.8018518518519,64.5893518518519,1.41944444444444,1.12235081293363,70.8061111111111,73.2125,53.2777258828596,2.13491386735573,82093.7511627907,21.2487407407407,120.430165159345,0.495190387596899,0.25137214201494,86.1952062015504,65.2069593023256,60.6,1006.3,0,51.2,32.4,0.1,0.284662659712577,57.61,60.3,87.5,1013,907,66.9,95.6,3.97,3.50233889116759,80.63,86.6,72.6859567901235,1009.95740740741,257.507716049383,57.8401234567901,62.6433641975309,1.94354938271605,1.55270952450416,68.9094907407407,72.4751543209877,57.6718426689183,1.96062510733299,87588.0463082222,13.7427771099281,338.354391755872,0.425426640525121,0.376582557211375,49.2104063863129,54.6871251693476,56.8,1006.3,0,49.8,32.1,0.1,0.284662659712577,54.83,56.6,87.5,1015.4,907,66.9,95.6,3.97,3.50233889116759,80.63,86.6,70.9302777777778,1010.90898148148,269.064814814815,56.8997222222222,64.4202777777778,1.93989814814815,1.52562421246798,67.6466111111111,70.6550925925926,64.1247079857893,3.30967829437408,92530.7613187794,13.5433456132221,360.903508727217,0.430933909913157,0.418062778830328,53.5682266882916,61.6550064789071
"191",2006-06-12,FALSE,68.8,1009.4,0,60.2,67.9,0.87,0.495313027899883,68.04,70,77,1015.5,626,71.9,100,3.86,3.28617210093023,78.82,78.1,71.7634259259259,1011.95462962963,187.069444444444,68.3175925925926,89.4976851851852,2.03685185185185,1.56052501236267,72.0362962962963,72.8444444444444,4.38121425495263,1.70583893195522,45105.4044573643,8.21336347975883,102.541157407407,0.673548182601206,0.710349796658459,10.6811424978467,4.27178294573643,61.8,1006.3,0,51.2,32.4,0.06,0.284662659712577,58.48,62,87.5,1014.2,949,72.4,95.6,3.97,3.50233889116759,87.78,87.9,73.2132716049383,1010.11219135802,264.341049382716,58.3333333333333,62.5432098765432,1.8629475308642,1.51232405766227,69.7491049382716,73.1516975308642,61.4796999446639,2.29309689068254,91523.3286369187,19.1238330757342,331.144683343828,0.57449129863377,0.430679926933944,61.6477324279199,62.0107235436106,56.8,1006.3,0,49.8,32.1,0.06,0.284662659712577,55.34,56.6,87.5,1015.4,949,72.4,95.6,3.97,3.50233889116759,87.78,87.9,72.1208333333333,1010.59074074074,259.683333333333,57.9201851851852,64.1638888888889,1.80940740740741,1.43203312203804,68.9075185185185,72.0123148148148,64.0223551899907,2.9154285518141,89304.285171455,16.6280259156283,361.067628977448,0.499700297257406,0.405601310350641,59.2097300737995,63.4024153966293
"192",2006-06-13,FALSE,60.6,1013.4,0,55.1,46.1,0.31,0.392757515115882,58.04,60.5,78,1019.6,908,62.7,93.1,2.67,2.32297987679483,77.4,77.7,67.5731481481481,1016.80509259259,235.328703703704,58.2578703703704,73.6486111111111,1.71449074074074,1.29636759558755,66.2130555555556,67.4949074074074,27.7211360895779,1.68634603789837,90849.5705211025,3.04486800172265,197.544742248062,0.314284390611542,0.265763140688207,37.5154650387597,26.6356483634798,62.6,1006.3,0,52.5,33.8,0.06,0.392757515115882,58.48,62.1,87.5,1015.5,949,72.4,100,3.97,3.50233889116759,87.78,87.9,73.1018518518518,1010.85570987654,238.339506172839,61.2226851851852,69.0927469135802,1.90191358024691,1.51314865987431,70.6508179012346,73.3770061728395,42.0012639532887,2.83363040719752,77832.2895033106,40.1015402284046,357.865341438167,0.653008079073406,0.52819904018804,53.0700127766806,44.2399186892972,60.6,1006.3,0,51.2,32.4,0.06,0.284662659712577,57.61,60.3,87.5,1015.5,949,72.4,100,3.97,3.50233889116759,87.78,87.9,72.5415740740741,1010.54222222222,239.468518518519,60.327962962963,68.4034259259259,1.85738888888889,1.46820087976175,69.9141759259259,72.6964814814815,46.2283256015515,2.56911461229534,78611.5411766725,30.6622757354203,359.229747288298,0.537279737411183,0.44738122256355,50.4784113684653,46.7233425668486
"193",2006-06-14,FALSE,64.1,1006.6,0,61.6,72,0.61,0.479164168441376,63.19,64.9,71.6,1019.1,381,69,100,4.4,3.74589565909145,71.79,72.1,67.5958333333333,1012.94537037037,70.5231481481482,64.9708333333333,91.8226851851852,2.30699074074074,1.7382450653588,66.8159259259259,68.3689814814815,3.87547093023256,11.0766296296296,12724.3436477175,2.61798255813953,87.5986922911283,0.752569972006891,0.716551134976724,4.56693867355728,3.19982407407407,60.6,1007.2,0,53.1,46.1,0.06,0.392757515115882,58.04,60.5,86.3,1019.6,949,72.4,100,3.86,3.28617210093023,87.78,87.9,70.741049382716,1013.21466049383,220.049382716049,62.1257716049383,75.9118827160494,1.72359567901235,1.32641447362795,69.6851543209876,71.183950617284,33.608173240216,8.48347870990516,73003.8893659244,30.3990411347721,245.867880221154,0.556484578157498,0.440397898022793,50.9484614908314,38.776743564791,60.6,1006.3,0,51.2,32.4,0.06,0.284662659712577,58.04,60.5,87.5,1019.6,949,72.4,100,3.97,3.50233889116759,87.78,87.9,71.7952777777778,1011.81925925926,243.084259259259,60.3150925925926,70.1551851851852,1.86803703703704,1.4787729561874,69.4993333333333,71.9588888888889,48.0380221655854,8.78098184189751,82881.7788066797,29.7362038839117,370.495135276147,0.551756106133937,0.461421628591946,50.0571945505097,48.3425900525178
"194",2006-06-15,FALSE,61.2,1011.2,0,55,41.8,1.04,0.816935631441035,58.21,61,80.5,1019.4,960,65,95.2,2.35,2.02814012320164,78.53,80.5,70.6569444444444,1016.06944444444,319.833333333333,59.8953703703704,71.7162037037037,1.89148148148148,1.51350233235086,69.2652314814815,70.8777777777778,42.5860910852713,3.57562015503874,123316.48372093,10.3877924203273,369.557364125754,0.0756917484926787,0.100295298289932,44.056343201981,41.9072248062015,60.6,1006.6,0,55.1,46.1,0.31,0.392757515115882,58.04,60.5,78,1019.6,908,71.9,100,4.4,3.74589565909145,78.82,78.1,68.9774691358025,1013.90169753086,164.307098765432,63.8487654320988,84.9896604938272,2.01944444444444,1.53171255776967,68.3550925925926,69.5694444444444,15.8423972942546,9.19324286354876,54199.8452663766,22.1340015646765,194.140155680539,0.637092426584235,0.595485876364543,24.3802531598832,16.8325734157651,60.6,1006.3,0,52.5,33.8,0.06,0.392757515115882,58.04,60.5,87.5,1019.6,949,72.4,100,4.4,3.74589565909145,87.78,87.9,70.8949074074074,1012.46351851852,204.174074074074,61.3793518518519,74.5499074074074,1.94544444444444,1.51481172811386,68.996287037037,71.1989814814815,38.7938109274706,9.61455294683005,71779.6527099852,29.7218438797927,349.17642260495,0.642125844918134,0.532005972450943,44.354006683057,39.6712779236605
"195",2006-06-16,FALSE,59.3,1016.5,0,55.6,39.8,0.09,0.284662659712577,57.94,59.4,83,1024.2,935,67.6,95.5,1.77,1.34323070169632,86.89,82.5,72.5513888888889,1020.90138888889,301.347222222222,60.5083333333333,68.8013888888889,0.803472222222222,0.615143679702204,72.7785648148148,72.7939814814815,57.7680910852713,2.62683527131783,113948.134689922,6.27416279069767,334.632044573643,0.237887887596899,0.070863643006868,100.490311884152,57.2425217484927,60.6,1006.6,0,55,41.8,0.31,0.392757515115882,58.04,60.5,80.5,1019.6,960,69,100,4.4,3.74589565909145,78.53,80.5,68.6086419753086,1015.27330246914,208.561728395062,61.0413580246914,79.0625,1.97098765432099,1.51603833109907,67.4314043209877,68.9138888888889,26.7522281374626,8.23352107065848,86130.4073120003,13.5135882611102,299.719318006182,0.441436735550594,0.392350475353352,30.3688875147881,25.8992503863988,60.6,1006.6,0,53.1,41.8,0.06,0.392757515115882,58.04,60.5,86.3,1019.6,960,72.4,100,4.4,3.74589565909145,87.78,87.9,70.0951851851852,1013.73175925926,210.100925925926,62.2487037037037,78.2549074074074,1.87385185185185,1.4461981637187,69.0273240740741,70.5597222222222,30.9745087701232,9.38487549342669,77252.4837804208,23.4207768166684,287.228650593828,0.549900256067003,0.453436887537008,41.4889736483541,33.4546597930182
"196",2006-06-17,FALSE,61.5,1019.8,0,53.2,42.3,1.35,0.990626055799766,57.92,61,84.7,1025.3,968,67.9,81.6,2.31,1.95666381930026,82.95,84.5,73.4689814814815,1022.35972222222,309.967592592593,59.8125,63.9912037037037,1.86689814814815,1.478906812352,70.7041666666667,73.6171296296296,54.892847329888,1.62492829457366,122812.75708441,12.0570058139535,175.964619939707,0.0485582407407407,0.063458716862845,63.9870160465116,59.356681955211,59.3,1006.6,0,55,39.8,0.09,0.284662659712577,57.94,59.4,83,1024.2,960,69,100,4.4,3.74589565909145,86.89,82.5,70.2680555555555,1016.6387345679,230.567901234568,61.791512345679,77.4467592592593,1.66731481481481,1.28896369247062,69.6199074074074,70.6802469135802,38.8108017774343,16.4701974688496,95956.0664796687,11.5313497958288,368.025059033144,0.756792469517431,0.530787473081696,55.5485486776576,37.2990837101914,59.3,1006.6,0,55,39.8,0.09,0.284662659712577,57.94,59.4,83,1024.2,960,71.9,100,4.4,3.74589565909145,86.89,82.5,70.0281481481481,1015.73518518519,222.82037037037,62.39,79.0973148148148,1.75065740740741,1.34475673707242,69.4218148148148,70.4760185185185,31.512645316308,14.1325514021899,84951.4931898534,19.8247933271548,309.706174432774,0.671458974273161,0.524432588713474,46.3651954058971,31.4512223166169
"197",2006-06-18,FALSE,63.5,1018.1,0,57.2,44,1.46,1.00770581538252,60.57,63.5,84.4,1023.8,951,64.8,85.6,2.83,2.46593248459759,80.82,84.6,74.1,1021.3412037037,310.444444444444,61.0259259259259,65.3458333333333,2.23861111111111,1.83715541786595,71.1218981481481,74.4069444444444,47.6432558139535,1.72159668389318,121408.23875969,2.65737123169681,173.028168604651,0.124772015503876,0.172664031295477,48.4014628919035,50.5602771317829,59.3,1011.2,0,53.2,39.8,0.09,0.284662659712577,57.92,59.4,84.7,1025.3,968,67.9,95.5,2.35,2.02814012320164,86.89,84.5,72.2257716049383,1019.77685185185,310.382716049383,60.0720679012346,68.1695987654321,1.52061728395062,1.20251760813502,70.915987654321,72.4296296296296,52.9621014129792,9.83912330413877,119711.899669891,9.63985228595417,302.63896614479,0.377986326254126,0.250934607432454,71.3792515732631,53.9912381933711,59.3,1006.6,0,53.2,39.8,0.09,0.284662659712577,57.92,59.4,84.7,1025.3,968,69,100,4.4,3.74589565909145,86.89,84.5,70.3692592592593,1017.8162037037,247.4,60.6889814814815,73.9960185185185,1.71666666666667,1.32843309707028,69.1553888888889,70.6305555555556,43.2283219716473,15.7056408111077,101095.103985171,11.9906755140219,322.316712585384,0.532076181649676,0.389550052331232,55.8766194964473,43.2556734630831
"198",2006-06-19,FALSE,64.6,1014.4,0,57.3,43.1,2.04,1.6024506616728,61.08,64.5,84.7,1021.3,958,65.2,81.5,3.81,3.40405897330319,79.96,84.6,74.1324074074074,1018.54259259259,292.273148148148,61.4101851851852,65.7935185185185,2.79162037037037,2.32063727819064,70.8787037037037,74.5523148148148,43.7305727820844,2.78059603789837,107302.069229113,3.89282601205857,134.13205081826,0.256041548234281,0.273280276974017,42.5577024978467,48.9078085701981,59.3,1016.5,0,53.2,39.8,0.09,0.284662659712577,57.92,59.4,84.7,1025.3,968,67.9,95.5,2.83,2.46593248459759,86.89,84.6,73.3734567901235,1021.53410493827,307.253086419753,60.4489197530864,66.0461419753086,1.63632716049383,1.31040196997339,71.5348765432099,73.6060185185185,53.674441200603,2.35860321617341,119038.158413952,7.22210084053657,231.278408585685,0.50707273360429,0.365501487116579,71.5439511439312,55.9819266271681,59.3,1006.6,0,53.2,39.8,0.09,0.284662659712577,57.92,59.4,84.7,1025.3,968,69,100,4.4,3.74589565909145,86.89,84.6,71.6746296296296,1018.72342592593,262.423148148148,61.2425925925926,72.335462962963,1.82149074074074,1.43659066152596,70.1371574074074,72.012962962963,46.7135726152473,17.1716193920983,107724.763319088,10.4462657467477,329.626424252566,0.537850695002231,0.410892176466898,56.1220639233,46.9966251330107
"199",2006-06-20,FALSE,67.5,1013.6,0,56.8,34.6,1.11,0.939386777051503,65.42,68.2,88.7,1018.5,906,66.5,90.8,2.72,2.1366008822304,84.89,87.7,77.9083333333333,1016.11203703704,304.148148148148,62.8671296296296,62.7541666666667,1.82384259259259,1.45447044434311,74.5760185185185,78.2828703703704,50.4583488372093,1.123947459087,110636.833763997,6.79756567614126,303.783610465116,0.176499119293712,0.114300127299856,47.9916770973299,46.4790075366064,61.5,1014.4,0,53.2,42.3,1.35,0.990626055799766,57.92,61,84.7,1025.3,968,67.9,85.6,3.81,3.40405897330319,82.95,84.6,73.900462962963,1020.74783950617,304.228395061728,60.749537037037,65.0435185185185,2.29904320987654,1.8788998361362,70.9015895061728,74.1921296296296,48.6982532629229,4.64453937451104,116883.759192474,6.64757320109909,161.131797183582,0.287249160417501,0.288416307240326,51.5184616117599,52.9470322428302,59.3,1011.2,0,53.2,39.8,0.09,0.284662659712577,57.92,59.4,84.7,1025.3,968,67.9,95.5,3.81,3.40405897330319,86.89,84.6,72.9819444444445,1019.84287037037,306.773148148148,60.530462962963,67.1296296296296,1.91841666666667,1.55306910409233,70.949712962963,73.2496296296296,50.8232418134075,7.58741900078948,117407.862299626,7.41578106442865,244.319362235266,0.570728816033364,0.447223461558994,60.9331106682285,53.2062463872584
"200",2006-06-21,FALSE,69.5,1014.2,0,62.7,43.1,0.02,0.284662659712577,67.13,70.3,90.3,1020.9,865,73.2,89.6,2.24,1.75955366771915,92.14,93.6,79.4171296296296,1018.03842592593,291.611111111111,66.2986111111111,66.0189814814815,1.13638888888889,0.888025963848896,78.025,81.2712962962963,50.0875656761413,1.94265611541774,102276.601550388,3.81437015503876,202.514661283376,0.460491085271318,0.210080876800936,84.8998809302326,66.513962962963,63.5,1013.6,0,56.8,34.6,1.11,0.939386777051503,60.57,63.5,88.7,1023.8,958,66.5,90.8,3.81,3.40405897330319,84.89,87.7,75.3802469135803,1018.66527777778,302.288580246914,61.7677469135802,64.6311728395062,2.28469135802469,1.87075438013323,72.1922067901234,75.7473765432099,50.3319739729425,6.44152820710973,112822.901136776,5.06540326196882,204.816182857252,0.342600213711909,0.311970281872671,49.0293161426432,51.7215077899899,59.3,1013.6,0,53.2,34.6,0.09,0.284662659712577,57.92,59.4,88.7,1025.3,968,67.9,95.5,3.81,3.40405897330319,86.89,87.7,74.4322222222222,1019.85138888889,303.636111111111,61.1248148148148,65.3372222222222,1.90488888888889,1.54126272649078,72.0118703703704,74.7306481481481,54.0628347235094,7.03484514983009,114838.717323139,7.35908708337624,227.618928328699,0.59227765214705,0.451507269118782,62.6524700851268,55.8669838241856
"201",2006-06-22,FALSE,70.7,1017.2,0,67.5,44.9,0.8,0.628412024185412,70,72.1,92.8,1022.7,914,74.2,99.3,2.35,1.84596032104465,91.13,98.5,80.3768518518519,1019.8537037037,295.699074074074,71.5407407407407,77.3671296296296,1.56217592592593,1.17328922893943,79.6271296296296,83.8458333333333,56.2181593453919,1.41235831180017,112881.188092162,1.89135572782084,363.052914513351,0.138727801464255,0.104710467719073,54.1037080017227,88.5000755813954,64.6,1013.6,0,56.8,34.6,0.02,0.284662659712577,61.08,64.5,90.3,1021.3,958,73.2,90.8,3.81,3.40405897330319,92.14,93.6,77.1526234567901,1017.56435185185,296.010802469136,63.5253086419753,64.8555555555556,1.91728395061728,1.55437789546088,74.4932407407407,78.0354938271605,52.8913995983361,3.04171024386055,106441.785045414,9.02584998187265,215.036692426584,0.75846710935562,0.546194281700942,66.8304831444273,61.3664971282462,61.5,1013.6,0,53.2,34.6,0.02,0.284662659712577,57.92,61,90.3,1025.3,968,73.2,90.8,3.81,3.40405897330319,92.14,93.6,75.8053703703704,1019.2787962963,301.688888888889,62.2828703703704,64.7807407407407,1.97147222222222,1.59583918332012,73.0611574074074,76.4261111111111,54.9114447190471,7.00762227542649,112537.16725363,10.8091316977311,198.674179246902,0.507575124343528,0.389990617377175,65.5644940252463,62.6502536299042
"202",2006-06-23,FALSE,73.7,1015,0,70.3,52.8,0.46,0.392757515115882,72.01,75.1,89.8,1021.1,819,75.3,93.8,2.48,2.12642004106604,88.66,95.7,80.6763888888889,1018.37638888889,260.75462962963,72.6365740740741,77.8097222222222,1.83768518518519,1.40279115305439,79.4881481481481,84.7023148148148,24.8799515503876,1.88869573643411,88607.7767226529,0.99916774332472,160.404974806202,0.165756477174849,0.197899434153399,29.0758356244617,50.5226457795004,67.5,1013.6,0,56.8,34.6,0.02,0.284662659712577,65.42,68.2,92.8,1022.7,914,74.2,99.3,2.72,2.1366008822304,92.14,98.5,79.2341049382716,1018.00138888889,297.152777777778,66.9021604938272,68.7134259259259,1.50746913580247,1.17192854571048,77.4093827160494,81.1333333333333,53.1271039889709,3.82601043276662,108289.805061824,16.8952658041865,328.16836660656,0.338159272616254,0.196148494680112,66.5877207930238,72.1319938176198,63.5,1013.6,0,56.8,34.6,0.02,0.284662659712577,60.57,63.5,92.8,1023.8,958,74.2,99.3,3.81,3.40405897330319,92.14,98.5,77.1869444444444,1018.77759259259,298.835185185185,64.6285185185185,67.4559259259259,1.91052777777778,1.5347156666376,74.84575,78.4718518518519,56.3558164195243,4.87981254934267,110543.527954553,19.2122165242165,260.377888854564,0.553171083565029,0.427476453211809,67.925716397127,73.7095127861875
"203",2006-06-24,FALSE,70,1015.3,0,64.8,48.7,0.37,0.284662659712577,68.86,71.2,86.4,1020.9,853,75.4,99.3,2.82,2.22199719777925,86.94,88.6,77.3523148148148,1017.90833333333,249.569444444444,69.687037037037,79.587962962963,1.49967592592593,1.16763320916914,76.7074537037037,79.249537037037,29.9103201981051,1.46569767441861,87754.6184108527,7.7349939707149,311.33743583118,0.305633847975883,0.249469920267291,32.1875679048234,35.8170230404823,69.5,1014.2,0,62.7,43.1,0.02,0.284662659712577,67.13,70.3,92.8,1022.7,914,75.3,99.3,2.48,2.12642004106604,92.14,98.5,80.1567901234568,1018.75617283951,282.688271604938,70.1586419753086,73.7319444444445,1.51208333333333,1.1547021152809,79.0467592592593,83.2731481481482,43.8823340393459,2.36478409372794,101185.893401645,9.88994065678249,271.06638137558,0.337556240340031,0.214773784843907,56.3793134380903,70.4296951743088,64.6,1013.6,0,56.8,34.6,0.02,0.284662659712577,61.08,64.5,92.8,1022.7,958,75.3,99.3,3.81,3.40405897330319,92.14,98.5,78.5022222222222,1018.18462962963,288.897222222222,66.9506481481481,69.9487037037037,1.83034259259259,1.44784281367529,76.519,80.5309259259259,50.6183639172073,3.27776167919542,104172.214635465,23.7240588936944,272.211675797206,0.534416471956201,0.410124062891972,62.8109411677479,73.9214708749528
